PostId,PostTypeId,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,ParentId,AcceptedAnswerId,Title,TagName
"66667511","1","2021-03-17 05:35:19","0","407","1","0","","","","How to interact with window element (for file upload) from Jenkins with Selenium?","jenkins"
"66668031","1","2021-03-17 06:31:28","0","340","0","3","","","","using psql with inline sql as command parameter that includes double and single quotes","jenkins"
"66668032","1","2021-03-17 06:31:42","1","1266","3","1","","","","UI Testing, how to access passwords locally and in a devops pipeline?","azure-devops"
"66668056","1","2021-03-17 06:33:57","2","3335","1","0","","","66674352","How to deploy to different environment in Azure Devops using YAML file","azure-devops"
"66668110","1","2021-03-17 06:40:32","0","314","1","3","","","66668913","Backup of Azure Repos","azure-devops"
"66668413","1","2021-03-17 07:07:02","0","375","1","0","","","","want to add a jenkins slave as a different user say ""UserX""","jenkins"
"66669410","1","2021-03-17 08:28:29","2","2260","2","0","","","","Azure DevOps Pipeline variables in templates","azure-devops"
"66669779","1","2021-03-17 08:54:55","2","5914","2","4","","","66684340","Create workitem in Azure Devops from Postman","azure-devops"
"66671263","1","2021-03-17 10:31:32","2","1962","3","1","","","","Selenium Pytest GitLab CI - pytest problem","gitlab-ci"
"66671373","1","2021-03-17 10:38:46","0","680","1","0","","","66694959","Python process never exits in Docker container during CircleCI workflow","circleci"
"66671505","1","2021-03-17 10:46:39","1","553","1","0","","","","Start multiple jars from Jenkins Scripted Pipeline","jenkins"
"66671594","1","2021-03-17 10:52:14","0","569","1","2","","","","Gerrit trigger trouble with ref-update","jenkins"
"66673058","1","2021-03-17 12:24:38","4","1562","3","2","","","67003428","UnknownHostException for embedded Mongo DB tests in Jenkins build","jenkins"
"66673609","1","2021-03-17 13:01:00","1","1918","1","9","","","","Creating an event that triggers the pipeline when a ACR is updated with new image","azure-devops"
"66673631","1","2021-03-17 13:02:18","2","9015","2","0","","","66674676","How to trigger a GitLab pipeline for a tagged commit on branch master?","gitlab-ci"
"66674722","1","2021-03-17 14:04:54","0","829","1","1","","","66674973","Adding If condition in Yaml pipeline for a copy task","azure-devops"
"66675317","1","2021-03-17 14:39:58","0","503","1","1","","","","Azure Devops : Deploy Multiple Webjobs from for same project but different Connection string","azure-devops"
"66675720","1","2021-03-17 15:01:22","2","290","1","0","","","66678449","Getting date time in Azure DevOps yml and concat a version number with it","azure-devops"
"66675972","1","2021-03-17 15:15:39","6","14287","5","2","","","66742204","Azure DevOps hosted agent pipeline ""Unable to locate executable file: 'Powershell'","azure-devops"
"66676636","1","2021-03-17 15:52:52","0","155","1","4","","","66677071","How to parse JSON using shell command","jenkins"
"66676722","1","2021-03-17 15:58:44","1","554","0","3","","","","How to create a dotenv file using Github Actions in the Deploy steps?","github-actions"
"66677062","1","2021-03-17 16:18:30","1","73","0","0","","","","What is the best way to use user environment in Jenkins?","jenkins"
"66677089","1","2021-03-17 16:20:04","1","380","0","1","","","","Error: Cannot find module '/usr/src/nuxt-app/nuxt'","circleci"
"66677348","1","2021-03-17 16:34:59","0","343","1","1","","","","syncronizing Backlog Priority between Azure DevOps and Aha","azure-devops"
"66677537","1","2021-03-17 16:44:57","0","192","1","0","","","66684110","Is there a way to get agent job taks of a pipeline?","azure-devops"
"66677627","1","2021-03-17 16:49:40","3","136","0","1","","","","How do I configure my Travis CI builds for Haskell for ARM64 architectures?","travis-ci"
"66678088","1","2021-03-17 17:18:04","0","213","2","1","","","","Workitem In Azure DevOps","azure-devops"
"66678238","1","2021-03-17 17:27:31","1","934","1","0","","","","Problem .gitlab-ci.yml [ Mysql connection error]","gitlab-ci"
"66678406","1","2021-03-17 17:39:15","0","184","0","2","","","","jenkins parameter that can run scripts and list results","jenkins"
"66681487","1","2021-03-17 21:25:50","4","819","1","1","","","","Posting file contents to Issue with Github scripts","github-actions"
"66681837","1","2021-03-17 21:58:21","0","52","0","3","","","","What happens to csproj on Azure DevOps buid","azure-devops"
"66681850","1","2021-03-17 21:59:38","0","2095","1","0","","","","How can I trigger jenkins jobs with a slack bot?","jenkins"
"66682070","1","2021-03-17 22:19:18","0","451","1","0","","","67038040","CircleCI 2.0 Scheduled workflow not running","circleci"
"66684294","1","2021-03-18 03:23:04","3","4459","1","1","","","66702077","Deploy to kubernetes cluster with github workflow","github-actions"
"66685422","1","2021-03-18 05:46:26","0","541","1","12","","","66685735","How to retrieve user story and its relevant source code from Azure DevOps","azure-devops"
"66685490","1","2021-03-18 05:54:09","0","623","0","2","","","","Camunda platform tomcat server on port 8080 opens jenkins. so that unable to run camunda platform in my ubuntu system","jenkins"
"66685772","1","2021-03-18 06:23:42","0","350","1","1","","","","Integrate CodeceptJS with Azure DevOps","azure-devops"
"66685866","1","2021-03-18 06:30:32","0","2377","1","0","","","66686016","Query : Folders within Self hosted agent in Azure Devops","azure-devops"
"66685921","1","2021-03-18 06:35:38","1","1193","1","0","","","66688808","GitHub actions not recognizing environment secrets","github-actions"
"66686220","1","2021-03-18 07:03:27","5","9791","2","3","","","","Is there is a way to get Pull Request ID in Azure DevOps after clicking on complete button in Pull Request","azure-devops"
"66686331","1","2021-03-18 07:12:49","1","323","1","4","","","","Run Powershell script on remote server accessible through local IP","azure-devops"
"66686775","1","2021-03-18 07:48:10","0","348","0","2","","","","Docker in Docker for Jenkins slave node is not working","jenkins"
"66687033","1","2021-03-18 08:08:48","0","296","1","0","","","","Jenkins ECR - Cannot run program ""docker""","jenkins"
"66687149","1","2021-03-18 08:17:25","0","1701","2","0","","","","docker pull - invalid reference format in Azure DevOps","azure-devops"
"66687561","1","2021-03-18 08:44:33","8","7221","1","0","","","66687689","How to override an environment variable in Github Actions?","github-actions"
"66688269","1","2021-03-18 09:32:44","2","3682","1","3","","","66690369","Error using EFS in ECS, returns unknown filesystem type 'efs'","jenkins"
"66688305","1","2021-03-18 09:34:52","6","2621","1","0","","","","git actions and LFS cache","github-actions"
"66688483","1","2021-03-18 09:45:46","10","5204","1","0","","","","Can we directly write Python code under ""run | "" section in action.yml file","github-actions"
"66688495","1","2021-03-18 09:46:24","0","833","1","1","","","","Check if current user has permissions to create work items","azure-devops"
"66688662","1","2021-03-18 09:55:17","0","180","1","0","","","66703635","TFS 2015- Test cases duplication with different configuration- Configuration option is not seen","azure-devops"
"66688665","1","2021-03-18 09:55:31","3","1718","0","0","","","","How do I correctly configure Gitlab Runners with S3/Minio as a distributed cache?","gitlab-ci"
"66688851","1","2021-03-18 10:06:23","7","9526","2","3","","","","GitHub Actions Status Check Pending","github-actions"
"66689702","1","2021-03-18 10:58:37","1","1615","3","2","","","66690072","Share GitHub Actions workflow within organization","github-actions"
"66689847","1","2021-03-18 11:06:57","3","1652","1","0","","","66690279","Executing a CircleCI job only when tag matches a certain pattern","circleci"
"66689948","1","2021-03-18 11:13:01","2","3286","1","0","","","66701660","What is the difference between Azure DevOps Service Hooks & Service Connection","azure-devops"
"66690755","1","2021-03-18 12:03:49","1","1069","1","0","","","","No windows console found. Are you running cmd.exe? What is exact reason for this error?","azure-devops"
"66691003","1","2021-03-18 12:21:43","0","102","1","0","","","","Can i run a script after a successful build in travis CI?","travis-ci"
"66691016","1","2021-03-18 12:22:56","2","1389","0","3","","","","How to change default timeout in Jenkins pipeline script for cloning git repo","jenkins"
"66691440","1","2021-03-18 12:50:07","0","537","1","1","","","","BFG repo cleaner not cleaning repository on remote","azure-devops"
"66691571","1","2021-03-18 12:57:52","2","3135","1","1","","","66706104","How can we automatically start the azure agent in a self hosted Ubuntu VM","azure-devops"
"66691780","1","2021-03-18 13:09:56","0","1256","1","2","","","66706809","azure-devops owasp plugin doesn't find dependencies","azure-devops"
"66692407","1","2021-03-18 13:46:33","0","847","1","5","","","","Reading values from local.settings.json using powershell azure function apps","azure-devops"
"66693050","1","2021-03-18 14:23:21","0","2697","1","0","","","66702711","How to concatenate a parameter with a string value in ARM template: Unable to parse template language expression","azure-devops"
"66693051","1","2021-03-18 14:23:25","9","20163","1","4","","","66712144","How do I assign exe output to a variable in gitlab ci scripts?","gitlab-ci"
"66693408","1","2021-03-18 14:44:23","0","1929","1","1","","","67338376","Retrieve git branch content via api on Azure Devops","azure-devops"
"66693892","1","2021-03-18 15:14:12","2","4395","2","1","","","66885949","Owned Azure Subscription not showing in Azure DevOps Pipeline","azure-devops"
"66693918","1","2021-03-18 15:15:44","0","218","0","2","","","","CMAKE error with Opencv in a workflow (github actions)","github-actions"
"66694536","1","2021-03-18 15:52:21","0","1630","1","0","","","","Azure DevOps GitVersion behaviour with pull request in mainline mode","azure-devops"
"66694677","1","2021-03-18 16:00:35","7","25002","2","0","","","66706130","Azure DevOps pipeline template - how to concatenate a parameter","azure-devops"
"66694960","1","2021-03-18 16:17:39","3","15543","2","3","","","66705293","How do I define a global variable in a scripted jenkins pipeline","jenkins"
"66695000","1","2021-03-18 16:19:38","1","170","1","0","","","","Custom Azure DevOps task has satisfies section but is not satisfying demands","azure-devops"
"66695429","1","2021-03-18 16:46:09","1","2853","1","6","","","66703741","How to trigger a task on merged pull requests only?","azure-devops"
"66695675","1","2021-03-18 17:00:35","0","398","1","0","","","","Groovy script for a Jenkins multijob pipeline","jenkins"
"66695946","1","2021-03-18 17:15:34","1","328","0","2","","","","How do I reference / push a file from one repository when a PR is merged to master to another repository automatically?","github-actions"
"66696274","1","2021-03-18 17:36:32","-1","159","1","1","","","","Azure pipelines - how does Azure Network Load Balancer Task work?","azure-devops"
"66696715","1","2021-03-18 18:06:48","8","23242","1","0","","","66701529","Azure devops pipeline is not running because you have reached the maximum number of requests that can run for parallelism","azure-devops"
"66696975","1","2021-03-18 18:25:25","0","867","0","4","","","","Matrix pipeline stuck waiting to schedule a build","jenkins"
"66697454","1","2021-03-18 18:59:35","1","1296","1","0","","","","Self Hosted GitHub Runner on Google Cloud Run with no ingress port","github-actions"
"66697775","1","2021-03-18 19:21:59","0","985","1","0","","","66705780","How to access SSH certificates from Azure DevOps Secure Files inside deployment pipeline?","azure-devops"
"66697949","1","2021-03-18 19:35:00","1","406","1","0","","","","error: The sandbox is not in sync with the Podfile.lock. Run 'pod install' or update your CocoaPods installation","jenkins"
"66697954","1","2021-03-18 19:35:28","1","6434","1","0","","","66698502","Azure app deployment error: Resource doesn't exist","github-actions"
"66698061","1","2021-03-18 19:43:22","-1","321","1","0","","","66703572","call step variable from main yml file using template","azure-devops"
"66698481","1","2021-03-18 20:14:57","2","905","1","0","","","66997043","How to use a circleci orb","circleci"
"66699209","1","2021-03-18 21:13:08","2","1389","3","0","","","66704750","Vary azure devops pipeline agent by parameter","azure-devops"
"66699409","1","2021-03-18 21:31:12","0","758","1","1","","","66741077","How do I assign an assembly name in an Azure Pipeline with Azure PowerShell?","azure-devops"
"66699492","1","2021-03-18 21:37:51","0","719","1","1","","","","Azure App Service (Linux) CI/CD build does not remove files that were deleted from repository","github-actions"
"66699962","1","2021-03-18 22:23:14","2","1747","1","2","","","","Github API GET Approved Pull Request Reviews List","github-actions"
"66699979","1","2021-03-18 22:24:48","5","11242","2","1","","","66701788","Azure DevOps - Setting An Environment Variable on the Target Machine in a Deploy Group","azure-devops"
"66700191","1","2021-03-18 22:46:35","1","226","1","0","","","","Azure Dev Ops : build .NET as Release","azure-devops"
"66700275","1","2021-03-18 22:56:34","0","370","1","3","","","","I am getting an an error when running workflow in github","github-actions"
"66701275","1","2021-03-19 01:12:19","0","584","1","0","","","","Accessing parameters in Jenkins","jenkins"
"66701420","1","2021-03-19 01:33:58","0","1069","1","7","","","","What version of git does GitHub Actions use, and can I set to a specific version?","github-actions"
"66701818","1","2021-03-19 02:41:11","1","250","0","1","","","","I solved jenkins auth fail problem but i don't know why?","jenkins"
"66701927","1","2021-03-19 02:57:00","3","2282","1","0","","","","How to deploy to aws elastic beanstalk with github actions?","github-actions"
"66703639","1","2021-03-19 06:44:46","2","1398","0","5","","","","Azure Data Factory use multiple Azure DevOps repositories","azure-devops"
"66703702","1","2021-03-19 06:51:47","1","2029","3","0","","","66819082","How to create a Azure boards work item with multi-line description text using .net API of Azure Devops?","azure-devops"
"66704228","1","2021-03-19 07:41:51","1","412","0","0","","","","Github Action- Annonations doesn't get displayed for some EsLint errors on pull request","github-actions"
"66704335","1","2021-03-19 07:53:02","2","1667","1","0","","","","ERROR: Failed to open apk database: Permission denied when using gitlab sast image for eslint sast","gitlab-ci"
"66704441","1","2021-03-19 08:02:18","0","466","1","0","","","","Jenkins Output Incomplete Log to the Console - SilkTest","jenkins"
"66704673","1","2021-03-19 08:19:18","0","443","1","0","","","","docker compose exec unexpectly echo non-zero exit code to stderr in Github Actions","github-actions"
"66704835","1","2021-03-19 08:33:30","1","232","0","0","","","","az devops login inside docker container","azure-devops"
"66704981","1","2021-03-19 08:43:39","0","66","1","0","","","66708946","Getting OperationResult when ResultUrl is not in response object?","azure-devops"
"66705112","1","2021-03-19 08:54:07","1","217","2","0","","","","Is there any way to get the TriggeredBy value inside the release pipeline in Azure Devops","azure-devops"
"66705115","1","2021-03-19 08:54:23","7","3022","2","0","","","69569447","GitHub webhook can't connect to Jenkins inside VPN?","jenkins"
"66705147","1","2021-03-19 08:56:56","0","191","1","0","","","","how could jenkins ""pipeline stage"" hit all NODE agents with the same ""LABLES"" name?","jenkins"
"66705319","1","2021-03-19 09:09:27","34","28722","1","3","","","66741757","How to choose between step, job and stages in azure DevOps yaml pipelines?","azure-devops"
"66705333","1","2021-03-19 09:10:33","0","906","2","0","","","67633235","Jenkins with AWS Fargate using ECS-Fargate plugin","jenkins"
"66705777","1","2021-03-19 09:42:20","10","6099","1","0","","","66705778","Jenkins does not work properly on Mac M1 agent","jenkins"
"66705926","1","2021-03-19 09:51:42","1","6252","1","2","","","","Passing variable to jenkins yaml podTemplate","jenkins"
"66706061","1","2021-03-19 10:00:14","5","463","0","1","","","","iOS Build not working on fastlane and Github Action","github-actions"
"66706257","1","2021-03-19 10:15:41","0","373","1","2","","","66759222","Is there any way to download a AzureArtifacts without PAT(personalaccesstoken)","azure-devops"
"66706290","1","2021-03-19 10:18:16","-1","231","1","0","","","","How to edit / define Jenkinsfile text within Jenkins job?","jenkins"
"66706352","1","2021-03-19 10:22:38","0","1298","2","0","","","66872063","Troubles setting up Capybara / Selenium tests in Github Actions","github-actions"
"66706761","1","2021-03-19 10:50:59","1","1693","1","3","","","","Run Docker container with jenkins pipeline always results on it needs to be an absolute path","jenkins"
"66708040","1","2021-03-19 12:18:43","0","2518","1","7","","","","Jenkins Parameterized Project For Multiple Parameters","jenkins"
"66708264","1","2021-03-19 12:34:29","1","613","0","2","","","","SonarQube Fetching analysis configuration settings shows the Operation has timed out","jenkins"
"66709416","1","2021-03-19 13:50:31","1","1322","1","0","","","66739701","Publish HTML file in Azure Classic pipeline","azure-devops"
"66709574","1","2021-03-19 14:00:24","0","587","1","0","","","","Jenkins -> powershell Invoke-WebRequest with UseDefaultCredentials","jenkins"
"66709707","1","2021-03-19 14:08:26","2","1223","1","0","","","66784904","How to remove caches on Travis CI?","travis-ci"
"66709713","1","2021-03-19 14:08:58","0","1150","1","0","","","66739405","Failure to restore nuget packages from organisation feed","azure-devops"
"66711469","1","2021-03-19 15:52:52","3","1573","1","0","","","66730313","Debugging in Azure DevOps Yaml Pipeline","azure-devops"
"66711814","1","2021-03-19 16:14:45","0","4007","1","1","","","66793505","Jenkins - /usr/bin/env: node: No such file or directory","jenkins"
"66713088","1","2021-03-19 17:40:19","-1","112","1","2","","","66721360","ADO - Problem passing variables in release tasks","azure-devops"
"66713612","1","2021-03-19 18:13:14","0","2879","3","2","","","66744084","How to hide parameters such as APIKey from Jenkins pipeline console output","jenkins"
"66714026","1","2021-03-19 18:47:17","2","7348","1","0","","","66716849","Github actions run only on feature branches","github-actions"
"66714909","1","2021-03-19 20:01:53","1","1078","0","1","","","","403 error HTTP GET request to Jenkins build /api/json","jenkins"
"66715079","1","2021-03-19 20:18:19","0","1463","2","9","","","","boto3 lambda payload always returns NULL [python, sync invoked]","github-actions"
"66715204","1","2021-03-19 20:29:00","0","175","1","0","","","","Jenkins pass variable out of script section","jenkins"
"66716192","1","2021-03-19 22:12:37","1","1786","3","0","","","66716511","Create Inventory File from Terraform when for_each is used","azure-devops"
"66716713","1","2021-03-19 23:16:14","0","1452","1","0","","","66814511","Jenkins: extract version and artifactid from maven for docker image name/tag","jenkins"
"66717117","1","2021-03-20 00:20:00","0","4270","1","3","","","","Variable won't equal string in Azure DevOps YAML if statement","azure-devops"
"66717345","1","2021-03-20 01:05:20","0","255","1","0","","","","Is it possible to execute Jenkins build on Bitbucket PR updates?","jenkins"
"66717448","1","2021-03-20 01:29:12","-1","36","1","1","","","66744087","Azure DevOps Various Pipelines","azure-devops"
"66718473","1","2021-03-20 05:17:02","0","1394","2","3","","","","how to display the app_offline page when i deploy this projects in azure devops in iis?","azure-devops"
"66719687","1","2021-03-20 08:43:02","3","707","0","1","","","","In Azure Devops, can Wiki query results be produced as a PDF in a Release Pipeline?","azure-devops"
"66719873","1","2021-03-20 09:08:45","1","6431","2","1","","","66720496","Jenkins install default plugins after skipping during installation","jenkins"
"66720550","1","2021-03-20 10:33:17","1","4886","1","1","","","66726760","How to do Multiple conditional execution of stage using 'when' in declarative pipeline?","jenkins"
"66721133","1","2021-03-20 11:41:27","1","197","0","0","","","","TravisCI - Google Chrome stable cannot be authenticated","travis-ci"
"66721368","1","2021-03-20 12:05:59","2","169","1","2","","","","Jenkins JDK installation disappears after save and apply","jenkins"
"66721611","1","2021-03-20 12:30:48","0","121","1","0","","","","How do I upgrade to Python3+ in my Docker Compose Container","jenkins"
"66721907","1","2021-03-20 13:02:21","1","551","1","0","","","66746032","Nightwatch E2E browsers don't work on Github Actions","github-actions"
"66721998","1","2021-03-20 13:12:04","0","813","2","0","","","","Jenkins retry block doesn't execute multiple times","jenkins"
"66722798","1","2021-03-20 14:35:35","-3","221","1","0","","","66743465","Dockerfile+spring boot+mysql+dockerhub+azure devop","azure-devops"
"66723425","1","2021-03-20 15:39:43","0","494","0","3","","","","Jenkins not starting up in redhat linux due to OOM-Kill","jenkins"
"66724889","1","2021-03-20 18:08:11","3","13520","1","2","","","","Github Actions Substitute String before Deploying","github-actions"
"66725019","1","2021-03-20 18:22:28","0","3094","1","0","","","","How to avoid ""No stages / jobs for this pipeline."" in GitLab CI","gitlab-ci"
"66725603","1","2021-03-20 19:24:41","1","1721","0","7","","","","Is there a way to fix the 'Expected a step @ line' error from a jenkins file","jenkins"
"66725708","1","2021-03-20 19:35:36","2","856","1","0","","","66725836","Azure Build Pipelines publish multiple webapps in same solution","azure-devops"
"66727257","1","2021-03-20 22:55:38","5","1140","0","0","","","","How to understand the difference between LXD and VM and Docker?","travis-ci"
"66727622","1","2021-03-20 23:56:12","1","1284","1","10","","","66728214","Is there a way to programmatically specify pom.xml path in jenkinsfile","jenkins"
"66727785","1","2021-03-21 00:30:46","0","69","1","0","","","","Is it possible to specify the build environment of Travis CI with a Dockerfile?","travis-ci"
"66728039","1","2021-03-21 01:26:12","0","887","1","2","","","66740128","Terraform local_file missing when running code using Azure Devops pipeline","azure-devops"
"66728754","1","2021-03-21 04:07:25","1","112","0","5","","","","pytest: Dealing with C extensions exiting","jenkins"
"66729647","1","2021-03-21 06:57:07","9","23201","1","2","","","66732658","If condition in Github Actions for another Job","github-actions"
"66730486","1","2021-03-21 09:01:45","0","4190","2","5","","","66742952","Jenkins : Copy artifacts from one agent to another from last stage","jenkins"
"66730926","1","2021-03-21 09:54:38","0","130","1","1","","","","Azure Devops path for Power Platform CD","azure-devops"
"66731250","1","2021-03-21 10:32:20","0","311","1","2","","","","Azure pipeline custom task - info logs are considered errors","azure-devops"
"66731478","1","2021-03-21 10:55:51","0","1323","1","7","","","","How to execute shell script in remote server using Jenkins Active choice parameter groovy script?","jenkins"
"66731784","1","2021-03-21 11:33:11","4","11643","0","1","","","","GitLab CI/CD: How to deploy app with docker-compose?","gitlab-ci"
"66732725","1","2021-03-21 13:13:07","0","1727","1","0","","","66735997","Run Jenkins Job In Python Using Token","jenkins"
"66733076","1","2021-03-21 13:47:00","14","8027","2","1","","","66737579","Github actions: set environment variable for Windows build with PowerShell","github-actions"
"66733217","1","2021-03-21 13:58:32","1","869","0","2","","","","How to configure gitlab-ci for Laravel + Nuxt + Docker","gitlab-ci"
"66733563","1","2021-03-21 14:31:40","2","2476","2","0","","","","Github actions Runner listener exited with error code null","github-actions"
"66735881","1","2021-03-21 18:13:47","0","327","1","0","","","","GraphQL query in Javascript","github-actions"
"66736471","1","2021-03-21 19:10:54","0","636","1","0","","","66739852","Cross-post from DevOps: Azure Release Pipeline Fails Using Expand-Archive Command","azure-devops"
"66736573","1","2021-03-21 19:21:21","0","108","0","4","","","","upgrade Kubernetes plugin to 1.28.6 break our pipeline flows","jenkins"
"66737045","1","2021-03-21 20:12:15","2","2121","2","3","","","67098100","Timeout in Azure DevOps for iOS when pushing to Testflight","azure-devops"
"66737175","1","2021-03-21 20:27:34","0","128","1","0","","","66739175","How to repeat Jenkins job if it fails","jenkins"
"66737751","1","2021-03-21 21:28:36","1","1996","0","6","","","","GitHub Action for reading JSON file","github-actions"
"66738313","1","2021-03-21 22:39:59","2","3606","1","0","","","66739766","How to publish and download artifacts from multiple jobs into one location on pipeline?","azure-devops"
"66738318","1","2021-03-21 22:40:14","1","1013","1","0","","","","Jenkins docker build customWorkspace doesn't work","jenkins"
"66738557","1","2021-03-21 23:16:46","7","3084","1","2","","","66744387","How to generate sensible error messages in azure devops pipeline from a python script","azure-devops"
"66738621","1","2021-03-21 23:26:31","0","1145","1","0","","","","Azure DevOps API Combine OData Queries?","azure-devops"
"66740024","1","2021-03-22 03:38:19","1","1222","1","0","","","66741656","REST API for setting multi select field type in Azure Devops","azure-devops"
"66740130","1","2021-03-22 03:52:49","0","800","1","0","","","66741424","Jenkins Gerrit-trigger leaving comments","jenkins"
"66740594","1","2021-03-22 05:06:07","7","17738","2","9","","","","WARNING: Uploading artifacts as ""archive"" to coordinator... failed id=1515 responseStatus=500 Internal Server Error status=500","gitlab-ci"
"66740839","1","2021-03-22 05:41:19","4","7586","2","0","","","","How to create .msi installer with WIX in Azure Devops?","azure-devops"
"66740857","1","2021-03-22 05:44:14","0","64","1","0","","","66743367","Dockerize angular/nodejs application","jenkins"
"66741476","1","2021-03-22 06:53:04","1","1329","0","5","","","","Issues running Angular tests in CI","gitlab-ci"
"66741503","1","2021-03-22 06:55:50","1","496","1","2","","","66748174","get data from tags in summary section in Azure DevOps site to be used in Power BI","azure-devops"
"66743017","1","2021-03-22 09:03:11","2","2314","1","0","","","66759040","How to consume Azure devops REST API in angular","azure-devops"
"66743132","1","2021-03-22 09:12:15","0","370","1","0","","","","ASP.NET Website CI using Azure Dev Ops Pipeline","azure-devops"
"66744287","1","2021-03-22 10:30:31","1","1819","2","0","","","66744447","Not able to find SonarQube Service Connection in Azure Devops in new service connection list","azure-devops"
"66744346","1","2021-03-22 10:34:14","0","42","1","0","","","","Is there way to further customise notification subscriptions?","azure-devops"
"66744479","1","2021-03-22 10:42:46","1","171","1","1","","","","Azure Board app integration with MSteams - Retrospective board is not visible in MSTeam when i added the Azure app","azure-devops"
"66744560","1","2021-03-22 10:48:15","1","1625","1","0","","","","Doctrine override_url error No such file or directory on Travis CI","travis-ci"
"66744617","1","2021-03-22 10:51:48","4","2251","2","1","","","","Should I run dotnet publish on test projects in build pipeline if I want to run them in release pipeline?","azure-devops"
"66744665","1","2021-03-22 10:55:50","0","179","1","0","","","","Calling pipeline variables in yaml file(Repos)","azure-devops"
"66744812","1","2021-03-22 11:05:38","0","1050","1","0","","","66894168","GitlabCi. Action ""on_stop"" not always executed","gitlab-ci"
"66744872","1","2021-03-22 11:10:08","1","2381","3","2","","","77890421","Azure devops extension available icons","azure-devops"
"66744927","1","2021-03-22 11:13:49","0","133","1","0","","","","Rundeck logs in Jenkins console","jenkins"
"66745412","1","2021-03-22 11:46:17","0","236","1","0","","","","How to access Jenkins running on EC2 MAC instance?","jenkins"
"66746122","1","2021-03-22 12:33:17","1","1227","1","2","","","66761315","How do I substitute values appsettings.json in a test project in Azure DevOps release pipeline?","azure-devops"
"66746314","1","2021-03-22 12:44:06","0","891","1","0","","","66756080","Is it possible to Run automated tests from test plans in Visual Studio 2019?","azure-devops"
"66746952","1","2021-03-22 13:23:25","4","1994","1","3","","","66759967","Get a service container name in workflow step","github-actions"
"66747205","1","2021-03-22 13:38:57","3","1441","1","2","","","66760223","Azure DevOps API - Create a pipeline from a YAML file located in a specific branch source","azure-devops"
"66747359","1","2021-03-22 13:47:49","0","2543","1","2","","","66747360","How to generate a github actions build matrix that dynamically includes a list of nox sessions?","github-actions"
"66747520","1","2021-03-22 13:58:10","7","12201","1","0","","","66818293","How to pass a predefined json env variable to a gitlab job?","gitlab-ci"
"66747849","1","2021-03-22 14:17:34","1","649","0","2","","","","How to completely remove and start over with jenkins via docker?","jenkins"
"66747969","1","2021-03-22 14:24:06","7","10269","2","0","","","67075919","Is it possible to set a condition based on System.PullRequest.TargetBranch for a stage in a pipeline template?","azure-devops"
"66748593","1","2021-03-22 14:57:43","0","1132","1","1","","","","Execute bash command in jenkinsfile groovy","jenkins"
"66748774","1","2021-03-22 15:09:02","0","947","2","2","","","66760507","Azure Devops - download a file from the API with a tfvc repos","azure-devops"
"66748955","1","2021-03-22 15:19:34","1","2908","2","3","","","66801028","How to specify where to save a YAML Pipeline?","azure-devops"
"66749192","1","2021-03-22 15:33:02","1","1461","2","0","","","66758067","Trigger azure Webjob from powershell / azure devops","azure-devops"
"66749531","1","2021-03-22 15:54:03","6","7874","1","0","","","66753092","npm install returns 401 Unauthorized - Gitlab NPM registry (private)","gitlab-ci"
"66749652","1","2021-03-22 16:01:22","1","341","1","2","","","66776598","how to task a job to trigger with 2 different cron in jenkins?","jenkins"
"66749856","1","2021-03-22 16:14:49","0","974","1","0","","","","How do you move PBIs from one sprint to another and reflect it to the Rolling up status","azure-devops"
"66751359","1","2021-03-22 17:52:33","0","179","1","0","","","","NuKeeper with Azure Pipelines and Bitbucket Server throws an error on pull request creation","azure-devops"
"66751545","1","2021-03-22 18:05:24","1","288","1","0","","","66756801","Stage condition is not evaluating to true despite the value being true","azure-devops"
"66751567","1","2021-03-22 18:06:48","4","1073","1","0","","","68733201","Return passing status on Github workflow when using paths-ignore","github-actions"
"66751900","1","2021-03-22 18:31:00","-1","515","1","1","","","66774075","Can importing work items from one project to another cause issues?","azure-devops"
"66752048","1","2021-03-22 18:42:04","0","253","1","0","","","66752309","What determines the user that triggers ""respository_dispatch"" in github actions","github-actions"
"66752405","1","2021-03-22 19:10:13","2","2426","2","0","","","66769052","Avoid path redundancy in Gitlab CI include","gitlab-ci"
"66753202","1","2021-03-22 20:11:52","-1","766","1","0","","","66758500","Best practices/recommendations Azure DevOps tracking which environment a story is in","azure-devops"
"66753418","1","2021-03-22 20:29:43","3","1337","1","4","","","66755037","Access env variable with tox and Github Action","github-actions"
"66754147","1","2021-03-22 21:34:42","19","21056","2","1","","","","Error: Unable to resolve action `mygh/my-action@main`, repository not found","github-actions"
"66754554","1","2021-03-22 22:12:55","1","1715","1","0","","","","Automation of releases with gitlab CI and bump2version","gitlab-ci"
"66754737","1","2021-03-22 22:31:36","0","4823","1","0","","","66760491","Azure - No HTTP resource was found that matches the request URI","azure-devops"
"66754821","1","2021-03-22 22:42:07","1","593","1","0","","","","GitHub CI: Push React build to another repo","github-actions"
"66755152","1","2021-03-22 23:21:57","20","19255","2","2","","","66759703","What does ""##vso"" mean in Azure pipeline?","azure-devops"
"66756072","1","2021-03-23 01:38:25","1","700","1","0","","","66769009","Updating GitHub issues from GitHub Actions","github-actions"
"66756106","1","2021-03-23 01:41:46","2","659","0","5","","","","Can Github Actions have unit tests that create files and directories?","github-actions"
