PostId,PostTypeId,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,ParentId,AcceptedAnswerId,Title,TagName
"76182912","1","2023-05-05 13:49:38","0","484","1","1","","","76184167","Combining conditional artifact download blocks in GitHub Actions","github-actions"
"76183077","1","2023-05-05 14:08:14","1","684","1","1","","","","how to trigger 2nd pipeline after completing all previous multiple pipelines under single workflow","github-actions"
"76183405","1","2023-05-05 14:43:42","1","354","0","5","","","","How can I copy files from host to Jenkins docker container and restart it successfully?","jenkins"
"76183443","1","2023-05-05 14:47:54","3","1173","3","2","","","","Azure DevOps release pipeline AttributeError: type object 'Retry' has no attribute 'DEFAULT_METHOD_WHITELIST'","azure-devops"
"76183483","1","2023-05-05 14:52:47","0","149","1","0","","","","Let workflow call other workflow","github-actions"
"76183537","1","2023-05-05 14:58:10","0","550","2","0","","","76201211","How would I change the Platform setting of an Azure App service from DevOps?","azure-devops"
"76183721","1","2023-05-05 15:21:29","0","197","0","6","","","","How to include a 404 page in Jekyll GitHub pages while using GitHub Actions","github-actions"
"76183942","1","2023-05-05 15:49:51","3","1249","0","1","","","","Pulling from GitLab with singularity","gitlab-ci"
"76184351","1","2023-05-05 16:42:55","5","563","2","0","","","76340849","Workflow tiggered by another workflow runs on wrong branch","github-actions"
"76184450","1","2023-05-05 16:57:35","1","138","0","0","","","","Azure DevOps, central (secure) pipeline for code signing in separate project","azure-devops"
"76184870","1","2023-05-05 18:03:32","1","809","1","1","","","76197889","Azure Dynamic membership rules","azure-devops"
"76185022","1","2023-05-05 18:28:18","0","439","1","0","","","","Update/Modify multiple DNS A type records with same private IPv4 address in Azure using Powershell","azure-devops"
"76185322","1","2023-05-05 19:21:13","0","509","1","0","","","","Why does expression in reused workflow ""with"" give ""Unexpected value 'env'""?","github-actions"
"76185559","1","2023-05-05 19:56:32","0","543","1","0","","","","Cannot run multi-line script within local-exec provisioner Packer / Terraform","azure-devops"
"76186423","1","2023-05-05 23:21:22","2","694","1","0","","","76186426","How to setup visual studio developer command prompt on GitHub Actions?","github-actions"
"76186914","1","2023-05-06 02:55:04","1","98","1","0","","","","Azure Devops Extensions - Receive Service Hooks?","azure-devops"
"76187103","1","2023-05-06 04:14:50","0","888","1","1","","","","""Too many open files"" exception while running Jenkins build, normal maven build is successful","jenkins"
"76188224","1","2023-05-06 09:49:08","-1","209","1","6","","","","How to split variable value and iterate the step in GitHub Action","github-actions"
"76188951","1","2023-05-06 12:41:34","1","117","1","2","","","","How to Publish files from a Pull request","azure-devops"
"76189299","1","2023-05-06 14:01:34","0","271","1","0","","","","Can't create a bug work item in my devops board","azure-devops"
"76190176","1","2023-05-06 17:18:41","0","21","0","2","","","","How to automatically move the build jobs of feature branches to a feature folder in Jenkins","jenkins"
"76190403","1","2023-05-06 18:10:44","1","2409","2","1","","","76212344","How Can We Deploy an Azure Logic App (Consumption Plan) to Azure Using DevOps?","azure-devops"
"76191340","1","2023-05-06 21:57:08","0","58","1","6","","","","How do you merge development releases for monolithic files into main branch in an Azure DevOps repo?","azure-devops"
"76191386","1","2023-05-06 22:11:48","0","2117","1","8","","","76191690","No such file or directory: 'requirements.txt'","github-actions"
"76191759","1","2023-05-07 00:32:05","0","238","1","3","","","76195280","Build i386 image in GitHub workflow","github-actions"
"76192068","1","2023-05-07 03:25:01","1","476","1","0","","","","Retrieving Continuation Token in Azure DevOps Python API v7.0+ for Paginated Results","azure-devops"
"76192909","1","2023-05-07 08:37:08","0","218","1","0","","","","Cypress Cloud - Recording all network requests during a test","jenkins"
"76193677","1","2023-05-07 11:36:53","1","150","0","6","","","","Github Actions - Reading tokens from Secret File","github-actions"
"76193677","1","2023-05-07 11:36:53","1","150","0","6","","","","Github Actions - Reading tokens from Secret File","azure-devops"
"76193698","1","2023-05-07 11:40:07","2","105","0","0","","","","Wrapping an existing node cli tool in a GitHub action","github-actions"
"76194673","1","2023-05-07 14:58:58","-2","112","1","4","","","","Git rebase infinite loop with several hundred commits and never up-to-date","azure-devops"
"76195298","1","2023-05-07 17:16:24","0","516","2","8","","","","squash hundreds of commits and rebase kicks off a large conflict resolution","azure-devops"
"76195912","1","2023-05-07 19:31:48","0","29","1","0","","","","Although all repo permission are on allow the user can't access it","azure-devops"
"76196093","1","2023-05-07 20:18:01","1","409","1","1","","","","Visual Studio is not connecting with Microsoft Azure, for Publishing my App","azure-devops"
"76197148","1","2023-05-08 02:23:09","0","1476","1","8","","","76197728","gitlab-runner shell executor WARNING: Preparation failed: shell /usr/bin/bash not found","gitlab-ci"
"76197269","1","2023-05-08 03:05:56","1","386","1","6","","","76207311","How to output cache key to GITHUB_OUTPUT in Github Cache action?","github-actions"
"76197482","1","2023-05-08 04:17:37","0","334","1","1","","","","How to pass more than 5000 characters as command to Azure CLI task?","azure-devops"
"76197630","1","2023-05-08 05:03:28","0","798","1","0","","","","How to pass a script argument with spaces to Azure CLI task","azure-devops"
"76197846","1","2023-05-08 05:56:08","0","145","1","0","","","","Allow maximal 1 build in queue for same Jenkins pipeline","jenkins"
"76197852","1","2023-05-08 05:58:32","0","720","3","0","","","","How to provide multiple working directories to run CI/CD pipeline?","github-actions"
"76197976","1","2023-05-08 06:25:16","1","50","0","7","","","","When I deploy a gitblog using, Hugo it looks diffenet from when I see it on localhost. Why?","github-actions"
"76199141","1","2023-05-08 09:16:12","4","2898","1","0","","","76201393","github actions path filtering returning true when no changes made","github-actions"
"76199581","1","2023-05-08 10:14:46","0","310","1","0","","","","Azure DevOps Classic Pipeline ""ref variable""","azure-devops"
"76199593","1","2023-05-08 10:16:18","1","663","0","2","","","","How to deploy Next js 13 App on Azure web app with different(dev ,test, prod) environments","azure-devops"
"76199959","1","2023-05-08 11:04:02","0","199","0","4","","","","Conditionally add values to matrix based on boolean inputs in Github Actions","github-actions"
"76200612","1","2023-05-08 12:29:40","0","76","1","0","","","76206794","returnStdout doesn't work when jenkins agent is started as a systemd service","jenkins"
"76200792","1","2023-05-08 12:52:05","0","68","1","0","","","76201210","Create KeyVault with variable name According to Branch with ARM Template","azure-devops"
"76201050","1","2023-05-08 13:23:45","0","322","1","0","","","","Satis + Gitlab private project - after build no package is downloaded","gitlab-ci"
"76201332","1","2023-05-08 13:59:51","1","387","0","2","","","","Speed up yarn install in Rails application docker build","github-actions"
"76201384","1","2023-05-08 14:07:36","1","458","1","0","","","","Get value from xml in azure pipelines","azure-devops"
"76201397","1","2023-05-08 14:09:22","1","478","1","0","","","76206180","Getting error 'The app build failed to produce artifact folder:' setting up Azure static web app using GitLab tutorial","gitlab-ci"
"76201506","1","2023-05-08 14:21:13","0","1100","1","3","","","","AWS identity in github actions","github-actions"
"76201781","1","2023-05-08 14:55:14","0","297","1","0","","","","How to use Azure Deployment slots with multiple function apps and an app service","azure-devops"
"76201907","1","2023-05-08 15:09:29","1","140","1","4","","","76202337","A .Net 6 C# Azure web app shows HTTP Error 500.31 - ANCM Failed to Find Native Dependencies after deploying via github ci/cd","github-actions"
"76202388","1","2023-05-08 16:13:25","0","82","0","2","","","","How to sync data across ServiceNow to Azure Devops","azure-devops"
"76202494","1","2023-05-08 16:29:42","0","247","1","7","","","76219059","AzureResourceManagerTemplateDeployment@3 task leads to bad request when deploying Cosmos DB","azure-devops"
"76202754","1","2023-05-08 17:04:04","2","2864","2","0","","","76203486","How to load variable file dynamically in github actions workflow","github-actions"
"76202774","1","2023-05-08 17:07:26","1","586","1","0","","","","github windows runner shell selecting does not work","github-actions"
"76202818","1","2023-05-08 17:13:48","0","603","1","0","","","","Github actions does not see pm2 ecosystem.config.js","github-actions"
"76203654","1","2023-05-08 19:06:14","0","750","1","0","","","76205698","Azure pipelines shows skipped stages","azure-devops"
"76203836","1","2023-05-08 19:36:07","2","654","2","0","","","","ADO How can pipeline parameters be set for cron triggered runs?","azure-devops"
"76203905","1","2023-05-08 19:45:54","0","1648","1","3","","","","Variables set via output are not passed along in jobs in Github Actions workflow","github-actions"
"76204300","1","2023-05-08 20:55:36","0","39","1","2","","","","When I commit the changes of my flutter code , does every time new workflow gets created?","github-actions"
"76204555","1","2023-05-08 21:43:52","0","1612","1","0","","","","Add additional attachments to the PublishTestResults@2 Task","azure-devops"
"76205708","1","2023-05-09 03:39:40","-1","431","1","0","","","","How to write credential back to vault with jenkins vault plugin","jenkins"
"76206108","1","2023-05-09 05:30:36","1","421","0","0","","","","Build a docker image from an image built from a subsequent job","github-actions"
"76206169","1","2023-05-09 05:43:35","1","485","4","1","","","78672876","Minimal .gitlab-ci.yml file for deploying a plain HTML website","gitlab-ci"
"76206345","1","2023-05-09 06:15:30","0","398","1","2","","","","ENOENT: no such file or directory, stat 'D:\a\1\b\2614'","azure-devops"
"76206942","1","2023-05-09 07:43:06","2","692","1","0","","","76234470","Github Action .NET Windows SDK error on build","github-actions"
"76207288","1","2023-05-09 08:27:24","0","431","0","4","","","","Define nested variable in Github actions?","github-actions"
"76207725","1","2023-05-09 09:22:15","0","43","0","3","","","","How to annotate or tag the commit with release type in gitlab?","gitlab-ci"
"76207776","1","2023-05-09 09:26:28","0","152","0","4","","","","Jenkins use maven release without ssh and git installed","jenkins"
"76208276","1","2023-05-09 10:20:30","0","1042","0","1","","","","Pass a String into an Object type parameter in Azure DevOps","azure-devops"
"76208601","1","2023-05-09 10:58:17","0","94","0","2","","","","Jenkins build fails when it gets to Deploy to GKE Cluster","jenkins"
"76209277","1","2023-05-09 12:18:15","0","233","1","0","","","","SSH Authentication with github from Jenkins Shared-library","jenkins"
"76209563","1","2023-05-09 12:53:04","3","1479","0","2","","","","How to generate dynamic Github Actions run-name based on input variables?","github-actions"
"76209937","1","2023-05-09 13:33:34","1","131","0","0","","","","invoke-azvmruncommad is running from long time","github-actions"
"76210091","1","2023-05-09 13:51:40","0","499","1","0","","","","Authenticate to Azure Artifacts using Azure CLI","azure-devops"
"76210144","1","2023-05-09 13:58:25","0","183","1","0","","","","How to create merge request with optionally GitLab CI/CD manual pipeline?","gitlab-ci"
"76210268","1","2023-05-09 14:12:36","0","544","1","0","","","76210317","Error when building my Electron app in GitHub Actions","github-actions"
"76210556","1","2023-05-09 14:43:05","0","36","0","2","","","","Get 'undefined' when calling AzureDevOps API multiple times","azure-devops"
"76210893","1","2023-05-09 15:17:05","3","632","3","0","","","77821932","How to get an updated value of repository variable in the same workflow?","github-actions"
"76211294","1","2023-05-09 15:57:01","1","202","1","0","","","76211956","Github Actions - Concatenating env variables adding redundant space","github-actions"
"76211346","1","2023-05-09 16:02:54","7","8097","1","0","","","","How to define inputs in a `push` trigger in Github Actions?","github-actions"
"76211425","1","2023-05-09 16:11:54","0","133","1","0","","","76211882","Can I configure different processes (agile,scrum,etc.) for different teams/boards in one project in AzureDevops?","azure-devops"
"76211635","1","2023-05-09 16:39:15","2","2478","1","4","","","","How to use env variables in the `with` block of Github Action workflows?","github-actions"
"76211774","1","2023-05-09 16:57:28","0","1044","1","0","","","76216686","Add AAD user account via group to Azure DevOps","azure-devops"
"76211885","1","2023-05-09 17:13:06","0","29","1","0","","","","Can't login to jenkins after installation. It goes to login after installation instead of initialPassword page","jenkins"
"76211887","1","2023-05-09 17:13:21","1","215","0","0","","","","Github Actions: Rerun a specific job on existing pull requests once I push to master branch","github-actions"
"76212040","1","2023-05-09 17:35:08","0","37","1","2","","","","jenkins parallel overwriting my functional test reports","jenkins"
"76212376","1","2023-05-09 18:20:59","0","1139","1","3","","","76215359","Github Action - How to keep the quotes in the sed command replacement?","github-actions"
"76213002","1","2023-05-09 20:03:10","4","2865","1","1","","","76214629","Define variables in a template of steps of azure devops","azure-devops"
"76213548","1","2023-05-09 21:42:07","0","318","1","5","","","76220299","Replace string in Windows Git workflow actions","github-actions"
"76214626","1","2023-05-10 03:05:46","3","463","0","0","","","","Share variables between stages (running in different agent pools) in Azure DevOps Pipelines (no inline script)","azure-devops"
"76214856","1","2023-05-10 04:17:39","1","175","1","0","","","77999889","Why does the ""Disable workflow"" button not appear to me?","github-actions"
"76215496","1","2023-05-10 06:34:07","0","2555","1","0","","","","no matches for kind ""RoleBinding"" in version ""rbac.authorization.k8s.io/v1beta1""","jenkins"
"76215503","1","2023-05-10 06:35:16","3","297","0","9","","","","Getting SSH authentication error while connecting to EC2","github-actions"
"76215654","1","2023-05-10 06:54:53","0","246","0","2","","","","no such file directory in workspace maven bulid in node","jenkins"
"76216530","1","2023-05-10 08:50:16","1","74","0","0","","","","Github Actions: Show branch tag after manually build with workflow_dispatch and selected branch","github-actions"
"76216607","1","2023-05-10 08:59:29","0","298","0","17","","","","'bits/libc-header-start.h' file not found error installing pyaudio in buildozer","github-actions"
"76216903","1","2023-05-10 09:35:40","3","7114","1","0","","","","Why is WEBSITE_ENABLE_SYNC_UPDATE_SITE part of App Service Configuration","azure-devops"
"76217324","1","2023-05-10 10:27:22","0","192","1","3","","","76219956","Need Jinja2 templates to work on Windows github runner","github-actions"
"76217834","1","2023-05-10 11:26:23","0","811","1","0","","","","Configuring Atlantis ( Error: This repo is not allowlisted for Atlantis.)","jenkins"
"76217874","1","2023-05-10 11:30:24","0","556","0","3","","","","Trigger github action when a pull request is approved by a CODEOWNER","github-actions"
"76217995","1","2023-05-10 11:45:22","2","989","1","6","","","","xcodebuild failing in Xcode14 but working in Xcode 13","jenkins"
"76218073","1","2023-05-10 11:52:53","3","529","1","0","","","","Azure Pipelines - Could not find service Error","azure-devops"
"76218234","1","2023-05-10 12:08:04","0","908","0","1","","","","GitHub Action copy my env file github secrets to server","github-actions"
"76218674","1","2023-05-10 12:54:36","1","293","1","1","","","76222800","How to dynamically select between variable groups when running an Azure pipeline","azure-devops"
"76218717","1","2023-05-10 12:59:06","9","3079","2","6","","","78232983","How to get current environment name?","github-actions"
"76219027","1","2023-05-10 13:27:28","0","46","0","4","","","","Pull request triggered gha not executed for branch pattern","github-actions"
"76219453","1","2023-05-10 14:11:26","1","280","0","1","","","","With Jenkins is there a way to add custom information to a build which can then be read via API?","jenkins"
"76219520","1","2023-05-10 14:18:19","0","567","0","2","","","","How to run multiple workflows at same time on Github","github-actions"
"76219807","1","2023-05-10 14:45:57","2","322","1","0","","","76220239","read key value from xml using powershell","github-actions"
"76219968","1","2023-05-10 15:01:29","1","1455","0","0","","","","How to authenticate and authorize in GitHub Actions chains of module source calls","github-actions"
"76219974","1","2023-05-10 15:01:51","3","611","1","2","","","76234874","Error: resource not found ({} ) when running travis cli command","travis-ci"
"76220143","1","2023-05-10 15:18:10","0","573","1","1","","","","Jenkins pipeline - optional credentials","jenkins"
"76220171","1","2023-05-10 15:21:42","0","2404","1","1","","","","Kubernetes continuous deploy plugin not found in jenkins","jenkins"
"76220348","1","2023-05-10 15:41:32","1","99","0","0","","","","How to bundle Python Lambda inside Azure Agents Docker container","azure-devops"
"76220510","1","2023-05-10 15:58:58","0","375","1","0","","","76222097","Tasks Not Valid for Deploy Job in Azure Pipelines","azure-devops"
"76220682","1","2023-05-10 16:25:01","0","767","0","1","","","","gl-sast-report.json artifact not found by GitLab-ci though it exists","gitlab-ci"
"76220683","1","2023-05-10 16:25:05","2","1306","1","1","","","","Build Error - SyntaxError: Unexpected token .polyfills - Chrome Headless","jenkins"
"76220778","1","2023-05-10 16:37:57","0","209","0","2","","","","Gitlab CI: Run a script to determine if a job should be run","gitlab-ci"
"76220900","1","2023-05-10 16:54:24","1","1528","1","0","","","76221446","GitLab jobs:build config key may not be used with `rules`: only","gitlab-ci"
"76222163","1","2023-05-10 19:58:48","0","956","1","0","","","","jenkins plugin installation failed with error certification expired","jenkins"
"76222298","1","2023-05-10 20:23:50","0","638","0","4","","","","AzureDevops git checkout task without git history","azure-devops"
"76222419","1","2023-05-10 20:42:34","-1","159","2","1","","","76224653","Application restart automation on Linux servers based on condition","azure-devops"
"76224005","1","2023-05-11 03:40:50","1","236","0","0","","","","searching log artifacts from old Pipeline Runs on Azure DevOps","azure-devops"
"76224402","1","2023-05-11 05:30:53","1","991","0","0","","","","error parsing HTTP 403 response body: unexpected end of JSON input: in Azure DevOps Pipeline","azure-devops"
"76224681","1","2023-05-11 06:22:24","1","195","0","1","","","","Unable to read variable from different step in github actions","github-actions"
"76225479","1","2023-05-11 08:16:24","1","882","1","1","","","","Why github action workflow run twice on first push to my repository?","github-actions"
"76225733","1","2023-05-11 08:45:54","0","1676","1","0","","","","Docker registry server gave an error ""HTTP: server gave response to HTTPS client""","jenkins"
"76225806","1","2023-05-11 08:54:17","0","10182","1","0","","","","Get Github action output from previous step","github-actions"
"76226606","1","2023-05-11 10:24:44","0","439","0","2","","","","In Groovy, how do I get the type of an object created with `[$class: ClassName, attr1: value]`?","jenkins"
"76226831","1","2023-05-11 10:52:11","1","420","1","0","","","76231679","Is there a way to automatically setup the azure devops pipeline from existing YAML?","azure-devops"
"76227159","1","2023-05-11 11:30:58","1","460","1","1","","","","GitHub Actions how to keep artifacts secret","github-actions"
"76227284","1","2023-05-11 11:44:26","0","1720","1","2","","","","how to get a github workflow to fail if it runs a command which exit with error?","github-actions"
"76227392","1","2023-05-11 11:55:51","0","1566","1","0","","","","GitHub build-push-action and gha cache, should I set the github.ref_name in the scope?","github-actions"
"76227636","1","2023-05-11 12:25:48","1","652","0","4","","","","SonarQube running in Azure DevOps, Error: Could not find 'java' executable in JAVA_HOME or PATH","azure-devops"
"76228136","1","2023-05-11 13:24:08","0","24","0","3","","","","Cloning directory without creating a new folder in with git","gitlab-ci"
"76228345","1","2023-05-11 13:46:51","1","57","0","0","","","","Azure Devops Server - what is a work item ""processbehavior""","azure-devops"
"76228447","1","2023-05-11 13:58:12","0","36","1","0","","","76228950","Github Actions - enforce rule on all submodules","github-actions"
"76228800","1","2023-05-11 14:32:59","3","412","1","3","","","78648428","Github action uploads all intermediary steps using docker/build-push-action using buildx","github-actions"
"76229031","1","2023-05-11 14:59:30","0","514","0","5","","","","Gitlab CICD pipeline pytest - No module named 'main'. Passes locally but not in pipeline","gitlab-ci"
"76229267","1","2023-05-11 15:24:32","0","534","1","5","","","","Older PHP versions missing from Microsoft-hosted Azure agents","azure-devops"
"76229530","1","2023-05-11 15:56:27","-2","1024","1","2","","","76229711","Can't create a webpage by using github pages","github-actions"
"76229577","1","2023-05-11 16:02:43","-1","281","1","3","","","","How to report step failure if a test does not pass","github-actions"
"76229843","1","2023-05-11 16:38:39","0","39","0","2","","","","Strange outputs in GitHub Branch-Deploy Action","github-actions"
"76229892","1","2023-05-11 16:45:06","-1","333","1","0","","","","Ansible: How to get structured YAML from OpenShift 'oc' command response?","jenkins"
"76230175","1","2023-05-11 17:24:44","1","380","1","0","","","76234822","Stop Gitlab CI/CD from removing venv created by previous job","gitlab-ci"
"76230229","1","2023-05-11 17:30:38","0","695","1","4","","","","Right way to build Docker images inside Jenkins container","jenkins"
"76230388","1","2023-05-11 17:51:57","1","6389","3","0","","","","GitHub Actions error: No OpenIDConnect provider found in your account for https://token.actions.githubusercontent.com","github-actions"
"76230543","1","2023-05-11 18:13:43","0","172","0","4","","","","Create Android Artifact based on branch name in Azure DevOps","azure-devops"
"76231031","1","2023-05-11 19:26:18","1","637","1","0","","","76231734","Parallel Jenkins pipeline stages are slower than sequential execution","jenkins"
"76231751","1","2023-05-11 21:33:38","1","109","1","0","","","76231990","Python script using subprocess run has different output when run directly in Powershell than when run in Jenkins","jenkins"
"76232012","1","2023-05-11 22:32:06","0","611","1","7","","","","Getting an error while trying to run PostgreSQL in container on GitHub Actions runner","github-actions"
"76232645","1","2023-05-12 01:47:55","0","463","1","1","","","","how to change jenkins build description ""Started by GitLab push by "" statement when using gitlab","jenkins"
"76233584","1","2023-05-12 06:16:28","0","537","1","0","","","","Add VMSS to Backend Pool of Application gateway using Azure CLI","azure-devops"
"76234279","1","2023-05-12 07:58:51","1","484","1","1","","","","Github cargo build fails for checksum","github-actions"
"76235050","1","2023-05-12 09:44:25","0","191","0","2","","","","Use YAML list in a bash script on Azure Pipeline","azure-devops"
"76235160","1","2023-05-12 09:58:58","0","238","1","0","","","","Regarding my ARM template using as a Dynamic one with the help of KeyVault and Replace Tokens","azure-devops"
"76235374","1","2023-05-12 10:27:21","0","4060","1","19","","","76235877","How do I run a GitHub Actions workflow only on pull request reviews for certain branches?","github-actions"
"76235513","1","2023-05-12 10:44:45","0","96","0","9","","","","How to propagate a user to github workflows triggered by a github bot","github-actions"
"76235794","1","2023-05-12 11:21:48","0","70","0","2","","","","docker cannot run awscli commands","jenkins"
"76235880","1","2023-05-12 11:33:13","0","254","0","4","","","","GitHub action dynamic secrets among multiple jobs","github-actions"
"76236059","1","2023-05-12 11:59:06","2","2437","2","0","","","76284563","How to access ""deploymentOutputs"" from AzureResourceManagerTemplateDeployment (@3) task from Azure DevOps YAML pipeline?","azure-devops"
"76236096","1","2023-05-12 12:03:48","0","401","1","2","","","","Azure devOps YAML - only root level Terraform files are download","azure-devops"
"76236198","1","2023-05-12 12:16:28","4","504","1","0","","","","Code coverage in Azure DevOps also calculates external packages","azure-devops"
"76236211","1","2023-05-12 12:18:43","2","236","0","0","","","","Use common expression language to limit a permissions to a specific workflow","github-actions"
"76236414","1","2023-05-12 12:40:13","0","348","2","2","","","","DevOps ISPAC/DACPAC Deployment To OnPrem SQL Instance with an Windows Authenticated Account","azure-devops"
"76236848","1","2023-05-12 13:33:35","1","271","0","4","","","","Android Snapshot test GithUb Action","github-actions"
"76236895","1","2023-05-12 13:39:56","3","538","1","0","","","76238640","Is it possible to set global rule in GitLab CI for branch run","gitlab-ci"
"76236994","1","2023-05-12 13:50:55","1","261","1","0","","","","Github Actions build the same docker image regardless that I have uploaded a new Dockerfile","github-actions"
"76237138","1","2023-05-12 14:08:31","0","1025","1","0","","","76241023","Jenkins with only master node?","jenkins"
"76237273","1","2023-05-12 14:22:58","0","371","1","0","","","76247803","Get info about Jenkins job from within python while the job is running","jenkins"
"76237685","1","2023-05-12 15:11:59","0","200","1","1","","","","Deploying to Azure with Terraform: Error building ARM Config","github-actions"
"76238593","1","2023-05-12 17:12:24","0","1041","1","0","","","76238676","How to choose from a selection when running Azure YAML pipeline","azure-devops"
"76239609","1","2023-05-12 20:04:40","2","206","1","0","","","","Organising function apps to deploy from azure devops - pipelines CI/CD","azure-devops"
"76239723","1","2023-05-12 20:23:57","0","795","1","0","","","","Symbolic link's not visible on Jenkins agent","jenkins"
"76239907","1","2023-05-12 20:58:54","0","478","0","2","","","","How to always run a template in Azure pipeline?","azure-devops"
"76239943","1","2023-05-12 21:06:16","-2","423","1","3","","","76242277","Azure DevOps - Publish Terraform Plan","azure-devops"
"76240085","1","2023-05-12 21:39:52","2","700","0","4","","","","How to deploy to all resources in an environment in Azure DevOps yaml pipelines?","azure-devops"
"76240091","1","2023-05-12 21:41:01","1","213","0","2","","","","GitHub Actions Trigger Another Workflow is not run on the commit already, then fetch artifacts","github-actions"
"76240108","1","2023-05-12 21:44:23","0","361","0","3","","","","django tests - error in github action while running in parallel","github-actions"
"76240794","1","2023-05-13 02:03:48","0","315","2","1","","","","Failed to build React on github actions","github-actions"
"76240928","1","2023-05-13 03:20:15","0","4361","3","0","","","","GitLab CI/CD Error while 'Pulling docker image'","gitlab-ci"
"76241656","1","2023-05-13 07:53:48","1","530","1","2","","","76241915","How to transform yaml config file as part of Azure DevOps Release pipeline","azure-devops"
"76241660","1","2023-05-13 07:54:20","2","1703","0","0","","","","GitHub Action Runner: deploy 2 environments (dev and prod) on a same server","github-actions"
"76241926","1","2023-05-13 09:07:43","0","783","1","3","","","76242636","Azure Data Factory Git Merge Main into Feature","azure-devops"
"76242439","1","2023-05-13 11:18:15","1","544","3","0","","","","Getting It appears that your reverse proxy set up is broken on Jenkins","jenkins"
"76242713","1","2023-05-13 12:25:30","0","1115","2","0","","","76242893","can github composite action inputs use self inputs as default values?","github-actions"
"76243346","1","2023-05-13 14:54:01","0","261","0","5","","","","Angular on Azure Static Web App bugs out on refresh","github-actions"
"76243649","1","2023-05-13 15:52:02","1","1367","1","4","","","76246013","Azure deploy failed 'dotnet publish' project file does not exist","github-actions"
"76243664","1","2023-05-13 15:55:44","0","128","1","0","","","","Removing a folder via ssh in Github Actions","github-actions"
"76243940","1","2023-05-13 16:58:10","1","1103","1","0","","","76246135","Choose architecture for a GitHub job runner","github-actions"
"76245024","1","2023-05-13 21:48:50","1","122","0","2","","","","How to hide Firebase configuration in angular compiled bundle","gitlab-ci"
"76246122","1","2023-05-14 06:23:36","1","1095","2","0","","","76399234","How to add a drop-down list for data entry in Azure DevOps Server 2022?","azure-devops"
"76246177","1","2023-05-14 06:40:41","-1","270","1","1","","","","Jenkins pipeline Boolean parameter default value cannot set dynamically thruogh jenkins shared lib","jenkins"
"76246635","1","2023-05-14 08:56:15","0","355","0","2","","","","Playwright fails to open the Spring Web App when both running on GitHub Actions","github-actions"
"76247874","1","2023-05-14 14:03:53","1","414","0","0","","","","Azure Devops - Restrict pipeline run permission to all users except for a specific group","azure-devops"
"76248094","1","2023-05-14 14:50:48","0","235","1","0","","","76248978","How to keep pick list sorted in original order on Azure DevOps Services Hosted XML process?","azure-devops"
"76248581","1","2023-05-14 16:34:53","1","149","0","0","","","","Github actions `npm ci` not working with certain download","github-actions"
"76248714","1","2023-05-14 17:03:40","2","644","0","0","","","","Error - groovy.lang.MissingPropertyException: No such property: gitUser for class: groovy.lang.Binding","jenkins"
"76248839","1","2023-05-14 17:29:59","2","208","1","0","","","76249064","Using Github Actions with Lektor CMS","github-actions"
"76249014","1","2023-05-14 18:13:12","0","371","0","2","","","","Concurrent workflows in Github actions","github-actions"
"76249677","1","2023-05-14 21:06:19","0","223","1","0","","","","How to speed up GitLab runner?","gitlab-ci"
"76251968","1","2023-05-15 07:56:27","0","146","1","2","","","","Access pipeline variables in Azure Release for classic python task","azure-devops"
"76252073","1","2023-05-15 08:09:46","0","558","0","8","","","","Fail to send kubectl command using aws ssm run command?","gitlab-ci"
"76252087","1","2023-05-15 08:12:24","-1","34","1","0","","","","Where is usual location Jenkins installed?","jenkins"
"76252120","1","2023-05-15 08:17:56","2","62","0","1","","","","testing projects that use RGeo on GitHub Actions","github-actions"
"76252316","1","2023-05-15 08:45:02","0","522","0","4","","","","Suppress pip root user warning in github actions/setup-python","github-actions"
"76252330","1","2023-05-15 08:47:30","0","639","1","4","","","76261234","lib/tools.jar, sonarque, and jdk 11","jenkins"
"76252744","1","2023-05-15 09:36:27","0","506","1","0","","","76612459","How to work with azure devops default service principal for keyvault variable group expansion in terraform","azure-devops"
"76252758","1","2023-05-15 09:38:14","0","445","1","0","","","","Github actions: How to view argo cd: kubernetes manifests, application and applicationset changes as in compact diff view of Argo CD GUI","github-actions"
"76252797","1","2023-05-15 09:42:31","3","2899","1","3","","","","gitlab ci fails, can't find remote project","gitlab-ci"
"76253016","1","2023-05-15 10:09:40","-1","666","1","1","","","","I facing issue while configuring bitbucket ssh key to jenkins server for ci?","jenkins"
"76253361","1","2023-05-15 10:54:59","0","556","0","2","","","","How to get each status of a matrix job?","github-actions"
"76253441","1","2023-05-15 11:05:45","0","26","1","0","","","76259595","Using out variable from previuos step in if condition","azure-devops"
"76253565","1","2023-05-15 11:23:28","0","532","1","2","","","","Github Actions - Getting Could not Write Error on Allure Report","github-actions"
"76254192","1","2023-05-15 12:42:14","0","1059","1","0","","","","how does gitlab-runner [runners.docker] volumes work?","gitlab-ci"
"76254601","1","2023-05-15 13:29:46","0","618","1","1","","","","How to deploy new build pipeline data into azure app service root sub folder without removing the previous deployment data","azure-devops"
"76255239","1","2023-05-15 14:44:31","0","532","1","0","","","76263160","Deployed Isolated Function App returns 404","azure-devops"
"76255562","1","2023-05-15 15:20:10","0","82","0","2","","","","How to increase the max URI request in GitLab CI/CD pipelines?","gitlab-ci"
